entity_id	url	ordered_id
0	http://dbpedia.org/resource/Roger_Carel	2963
1	http://dbpedia.org/resource/Soundtrack_album	2964
2	http://dbpedia.org/resource/1982_in_film	2965
3	http://dbpedia.org/resource/Category:Films_set_in_a_fictional_country	2966
4	http://dbpedia.org/resource/Plaza_Hotel	2967
5	http://dbpedia.org/resource/Fathers'_Day_(film)	2069
6	http://dbpedia.org/resource/Buddy_Ebsen	2968
7	http://dbpedia.org/resource/The_Phantom_of_the_Opera_(1925_film)	2740
8	http://dbpedia.org/resource/Thomas_F._Duffy	2969
9	http://dbpedia.org/resource/Monty_Python's_Life_of_Brian	1484
10	http://dbpedia.org/resource/Mutual_Film_Company	2970
11	http://dbpedia.org/resource/List_of_anti-war_films	2971
12	http://dbpedia.org/resource/Robert_De_Niro_filmography	2972
13	http://dbpedia.org/resource/Widescreen	2973
14	http://dbpedia.org/resource/Christine_Baranski	2974
15	http://dbpedia.org/resource/Paul_McCartney	2975
16	http://dbpedia.org/resource/The_Quest_(film)	1136
17	http://dbpedia.org/resource/Talisa_Soto	2976
18	http://dbpedia.org/resource/Paul_Calderón	2977
19	http://dbpedia.org/resource/Vanessa_Redgrave	2978
20	http://dbpedia.org/resource/Santa_Claus_in_film	2979
21	http://dbpedia.org/resource/Kathleen_Wilhoite	2980
22	http://dbpedia.org/resource/Elliott_Gould	2981
23	http://dbpedia.org/resource/Category:1971_films	2982
24	http://dbpedia.org/resource/Brooke_Smith_(actress)	2983
25	http://dbpedia.org/resource/Josh_Brolin	2984
26	http://dbpedia.org/class/yago/WikicatPublicDomainFilms	2985
27	http://dbpedia.org/resource/Adrienne_Fazan	2986
28	http://dbpedia.org/resource/Category:1990s_independent_films	2987
29	http://dbpedia.org/resource/The_Omega_Code	890
30	http://dbpedia.org/class/yago/Wikicat1958Films	2988
31	http://dbpedia.org/resource/Star_Trek:_Insurrection	169
32	http://dbpedia.org/resource/1993_New_York_Film_Critics_Circle_Awards	2989
33	http://dbpedia.org/resource/Category:Screenplays_by_Sergio_Leone	2990
34	http://dbpedia.org/resource/Faithful	2991
35	http://dbpedia.org/resource/Category:Palme_d'Or_winners	2992
36	http://dbpedia.org/resource/List_of_fictional_diseases	2993
37	http://dbpedia.org/resource/List_of_amusement_rides_based_on_film_franchises	2994
38	http://dbpedia.org/resource/The_Next_Best_Thing	1205
39	http://dbpedia.org/resource/Boris_Karloff_filmography	2995
40	http://dbpedia.org/resource/Tall_Tale_(film)	315
41	http://dbpedia.org/resource/Channel_4	2996
42	http://dbpedia.org/resource/Steven-Charles_Jaffe	2997
43	http://dbpedia.org/resource/List_of_fantasy_films_of_the_1980s	2998
44	http://dbpedia.org/resource/Category:Films_directed_by_Garry_Marshall	2999
45	http://dbpedia.org/resource/Odeon_Leicester_Square	3000
46	http://dbpedia.org/resource/Pat_Roach	3001
47	http://dbpedia.org/resource/Junior_(1994_film)	283
48	http://dbpedia.org/resource/Gaumont_Film_Company	3002
49	http://dbpedia.org/resource/Arthur_P._Jacobs	3003
50	http://dbpedia.org/resource/Mandalay_Pictures	3004
51	http://dbpedia.org/resource/Silicon_Graphics	3005
52	http://dbpedia.org/resource/High-definition_video	3006
53	http://dbpedia.org/resource/Ernst_Lubitsch	3007
54	http://dbpedia.org/resource/52_Pick-Up	2139
55	http://dbpedia.org/resource/Trial_film	3008
56	http://dbpedia.org/class/yago/WikicatParamountPicturesFilms	3009
57	http://dbpedia.org/resource/Premiere_(magazine)	3010
58	http://dbpedia.org/resource/Jack_Giarraputo	3011
59	http://dbpedia.org/resource/African-American	3012
60	http://dbpedia.org/resource/Ice-T	3013
61	http://dbpedia.org/resource/The_Slipper_and_the_Rose	1000
62	http://dbpedia.org/resource/Kill,_Baby,_Kill	3014
63	http://dbpedia.org/resource/Category:1959_films	3015
64	http://dbpedia.org/resource/Jaws:_The_Revenge	3016
65	http://dbpedia.org/resource/Category:Films_directed_by_Mel_Brooks	3017
66	http://dbpedia.org/resource/Billing_(filmmaking)	3018
67	http://dbpedia.org/resource/Screwball_comedy_film	3019
68	http://dbpedia.org/resource/Category:Film_scores_by_Basil_Poledouris	3020
69	http://dbpedia.org/resource/Gothic_film	3021
70	http://dbpedia.org/resource/Sarah_Jessica_Parker_filmography	3022
71	http://dbpedia.org/resource/Australia	3023
72	http://dbpedia.org/resource/Annabeth_Gish	3024
73	http://dbpedia.org/resource/Richard_Marks	3025
74	http://dbpedia.org/class/yago/Wikicat1950sScienceFictionFilms	3026
75	http://dbpedia.org/resource/You_Only_Live_Twice_(film)	3027
76	http://dbpedia.org/resource/George_Takei	3028
77	http://dbpedia.org/resource/James_Hampton_(actor)	3029
78	http://dbpedia.org/resource/Henry_Bumstead	3030
79	http://dbpedia.org/resource/Category:LGBT-related_horror_films	3031
80	http://dbpedia.org/resource/Never_Say_Never_Again	3032
81	http://dbpedia.org/resource/Norman_Jewison	3033
82	http://dbpedia.org/resource/A._O._Scott	3034
83	http://dbpedia.org/resource/Category:Films_shot_in_Iowa	3035
84	http://dbpedia.org/resource/Kevin_McClory	3036
85	http://dbpedia.org/resource/The_Pope_of_Greenwich_Village	1972
86	http://dbpedia.org/resource/Jonathan_Banks	3037
87	http://dbpedia.org/resource/The_Bridge_on_the_River_Kwai	1688
88	http://dbpedia.org/resource/The_Godfather	3038
89	http://dbpedia.org/resource/Heavy_(film)	2797
90	http://dbpedia.org/resource/Kathryn_Erbe	3039
91	http://dbpedia.org/resource/The_Proprietor	3040
92	http://dbpedia.org/resource/Simply_Mad_About_the_Mouse:_A_Musical_Celebration_of_Imagination	3041
93	http://dbpedia.org/resource/Hulk_Hogan	3042
94	http://dbpedia.org/resource/Category:Films_set_in_the_1920s	3043
95	http://dbpedia.org/resource/%22Crocodile%22_Dundee_II	2044
96	http://dbpedia.org/resource/Category:2000s_crime_drama_films	3044
97	http://dbpedia.org/resource/Kids_in_the_Hall:_Brain_Candy	1035
98	http://dbpedia.org/resource/Category:Films_about_contract_killing	3045
99	http://dbpedia.org/resource/Category:Films_set_in_1999	3046
100	http://dbpedia.org/resource/Hayley_Mills	3047
101	http://dbpedia.org/resource/Blown_Away_(1994_film)	1608
102	http://dbpedia.org/resource/Category:British_comedy_films	3048
103	http://dbpedia.org/resource/Lord_of_Illusions	1061
104	http://dbpedia.org/resource/Rob_Bottin	3049
105	http://dbpedia.org/resource/Annie_Award_for_Best_Animated_Feature	3050
106	http://dbpedia.org/resource/Duck_Soup_(1933_film)	2022
107	http://dbpedia.org/resource/John_Benjamin_Hickey	3051
108	http://dbpedia.org/resource/Rules_of_Engagement_(film)	2198
109	http://dbpedia.org/resource/Rick_Baker	3052
110	http://dbpedia.org/resource/Category:American_horror_films	3053
111	http://dbpedia.org/resource/Category:Films_set_in_1978	3054
112	http://dbpedia.org/resource/Nino_Baragli	3055
113	http://dbpedia.org/resource/List_of_productions_using_the_Vasquez_Rocks_as_a_filming_location	3056
114	http://dbpedia.org/resource/Parody_film	3057
115	http://dbpedia.org/resource/Love_in_the_Afternoon_(1957_film)	183
116	http://dbpedia.org/resource/Last_Summer_in_the_Hamptons	2494
117	http://dbpedia.org/resource/Sadomasochism	3058
118	http://dbpedia.org/resource/The_Gay_Deceivers	3059
119	http://dbpedia.org/resource/Con_Air	2511
120	http://dbpedia.org/resource/Russia	3060
121	http://dbpedia.org/resource/Sony_Pictures	3061
122	http://dbpedia.org/resource/We_Love_Disney_(2015_album)	3062
123	http://dbpedia.org/resource/Ron_Howard	3063
124	http://dbpedia.org/resource/Live-action_animated_film	3064
125	http://dbpedia.org/resource/MTV_Movie_Award_for_Best_Comedic_Performance	3065
126	http://dbpedia.org/resource/Shall_We_Dance_(1937_film)	849
127	http://dbpedia.org/resource/Category:Films_set_in_the_Soviet_Union	3066
128	http://dbpedia.org/resource/Tom_Jung	3067
129	http://dbpedia.org/resource/University_of_California,_Los_Angeles	3068
130	http://dbpedia.org/resource/John_Cassavetes	3069
131	http://dbpedia.org/resource/Deaths_in_February_2014	3070
132	http://dbpedia.org/resource/Ted_Elliott_(screenwriter)	3071
133	http://dbpedia.org/resource/List_of_interracial_romance_films	3072
134	http://dbpedia.org/resource/Baby:_Secret_of_the_Lost_Legend	2237
135	http://dbpedia.org/resource/Penitentiary_II	3073
136	http://dbpedia.org/resource/Category:Seafaring_films	3074
137	http://dbpedia.org/resource/Kevin_Costner	3075
138	http://dbpedia.org/resource/Category:1970s_action_films	3076
139	http://dbpedia.org/resource/Loni_Anderson	3077
140	http://dbpedia.org/resource/Double_entendre	3078
141	http://dbpedia.org/resource/Jack_Frost_(1998_film)	113
142	http://dbpedia.org/resource/Category:Romantic_period_films	3079
143	http://dbpedia.org/resource/Barry_Malkin	3080
144	http://dbpedia.org/resource/Category:Gangster_films	3081
145	http://dbpedia.org/resource/The_Time_Traveler's_Wife_(film)	1765
146	http://dbpedia.org/resource/Guillermo_del_Toro	3082
147	http://dbpedia.org/resource/Satellite_Award_for_Best_Actor_–_Motion_Picture	3083
148	http://dbpedia.org/class/yago/WikicatFantasy-comedyFilms	3084
149	http://dbpedia.org/resource/Leigh_Brackett	3085
150	http://dbpedia.org/resource/Dead_Men_Don't_Wear_Plaid	438
151	http://dbpedia.org/class/yago/WikicatComedyHorrorFilms	3086
152	http://dbpedia.org/resource/The_Minus_Man	1463
153	http://dbpedia.org/resource/Steve_Buscemi_filmography	3087
154	http://dbpedia.org/resource/Category:Films_about_telepresence	3088
155	http://dbpedia.org/resource/Dave_Chappelle	3089
156	http://dbpedia.org/resource/Trench_coats_in_popular_culture	3090
157	http://dbpedia.org/resource/Walt_Disney_Animation_Studios	3091
158	http://dbpedia.org/resource/Stabbing_Westward	3092
159	http://dbpedia.org/resource/Category:Films_set_in_1997	3093
160	http://dbpedia.org/resource/Napoleon_and_Samantha	3094
161	http://dbpedia.org/ontology/Film	3095
162	http://dbpedia.org/resource/Franco_Zeffirelli	3096
163	http://dbpedia.org/resource/Blockbuster_Entertainment_Award	3097
164	http://dbpedia.org/resource/Dylan_Baker	3098
165	http://dbpedia.org/resource/Better_Off_Dead_(film)	2036
166	http://dbpedia.org/resource/Heroin	3099
167	http://dbpedia.org/class/yago/WikicatAmericanIndependentFilms	3100
168	http://dbpedia.org/resource/James_Whale	3101
169	http://dbpedia.org/resource/Nick_Cassavetes	3102
170	http://dbpedia.org/resource/List_of_1988_box_office_number-one_films_in_the_United_States	3103
171	http://dbpedia.org/resource/Joel_B._Michaels	3104
172	http://dbpedia.org/resource/Sven_Nykvist	3105
173	http://dbpedia.org/resource/Michael_Douglas_on_stage_and_screen	3106
174	http://dbpedia.org/resource/Hamlet_(1990_film)	439
175	http://dbpedia.org/resource/Edward_Everett_Horton	3107
176	http://dbpedia.org/resource/Michael_Gambon	3108
177	http://dbpedia.org/resource/Rocky	1986
178	http://dbpedia.org/resource/List_of_American_films_of_1957	3109
179	http://dbpedia.org/resource/List_of_films_set_in_the_Southern_United_States	3110
180	http://dbpedia.org/resource/The_Bat_Whispers	3111
181	http://dbpedia.org/resource/Air_Force_One_(film)	1525
182	http://dbpedia.org/resource/Category:Spaghetti_Western_films	3112
183	http://dbpedia.org/resource/Glenn_Strange	3113
184	http://dbpedia.org/resource/Vincent_Kartheiser	3114
185	http://dbpedia.org/resource/Annie_Award_for_Directing_in_a_Feature_Production	3115
186	http://dbpedia.org/resource/Carlo_Di_Palma	3116
187	http://dbpedia.org/resource/Bloodsport_(film)	1168
188	http://dbpedia.org/resource/Michael_Herz_(producer)	3117
189	http://dbpedia.org/resource/Everyone_Says_I_Love_You	378
190	http://dbpedia.org/resource/Out_of_print	3118
191	http://dbpedia.org/resource/Body_Shots	1396
192	http://dbpedia.org/resource/Anna_Thomson	3119
193	http://dbpedia.org/resource/The_Ladd_Company	3120
194	http://dbpedia.org/resource/White_Christmas_(film)	2835
195	http://dbpedia.org/resource/Two_Family_House	408
196	http://dbpedia.org/resource/Star_Kid	743
197	http://dbpedia.org/resource/Great_Britain	3121
198	http://dbpedia.org/resource/A_Touch_of_Class_(film)	2953
199	http://dbpedia.org/resource/John_and_James_Woolf	3122
200	http://dbpedia.org/resource/New_York_Film_Critics_Circle_Award_for_Best_Film	3123
201	http://dbpedia.org/resource/James_Cromwell	3124
202	http://dbpedia.org/resource/Three_Colors:_Blue	500
203	http://dbpedia.org/resource/The_General_(1926_film)	2512
204	http://dbpedia.org/resource/The_Rock_(film)	2285
205	http://dbpedia.org/resource/Universal_Studios_Hollywood	3125
206	http://dbpedia.org/resource/The_Englishman_Who_Went_Up_a_Hill_But_Came_Down_a_Mountain	1826
207	http://dbpedia.org/resource/All_Quiet_on_the_Western_Front_(1930_film)	682
208	http://dbpedia.org/class/yago/Event100029378	3126
209	http://dbpedia.org/resource/Don_Mancini	3127
210	http://dbpedia.org/resource/The_Amazing_Panda_Adventure	1128
211	http://dbpedia.org/resource/Conrad_L._Hall	3128
212	http://dbpedia.org/resource/Category:Supernatural_thriller_films	3129
213	http://dbpedia.org/resource/Siskel_&_Ebert	3130
214	http://dbpedia.org/resource/Category:American_children's_fantasy_films	3131
215	http://dbpedia.org/resource/Lauren_Bacall	3132
216	http://dbpedia.org/resource/Jean_Simmons	3133
217	http://dbpedia.org/resource/List_of_appearances_of_Monument_Valley_in_the_media	3134
218	http://dbpedia.org/resource/Congo_(film)	1979
219	http://dbpedia.org/resource/Thriller_(genre)	3135
220	http://dbpedia.org/resource/62nd_Academy_Awards	3136
221	http://dbpedia.org/class/yago/WikicatFilmsFeaturingABestSupportingActressGoldenGlobeWinningPerformance	3137
222	http://dbpedia.org/resource/Hong_Kong_action_cinema	3138
223	http://dbpedia.org/resource/1954_in_film	3139
224	http://dbpedia.org/resource/Category:Films_based_on_mystery_novels	3140
225	http://dbpedia.org/resource/Tom_Arnold_(actor)	3141
226	http://dbpedia.org/resource/Henry_Daniell	3142
227	http://dbpedia.org/resource/Matthew_Sweet	3143
228	http://dbpedia.org/resource/John_Glover_(actor)	3144
229	http://dbpedia.org/resource/Federico_Fellini	3145
230	http://dbpedia.org/resource/Jean-Louis_Trintignant	3146
231	http://dbpedia.org/resource/Category:A_Nightmare_on_Elm_Street	3147
232	http://dbpedia.org/resource/List_of_Nordic_Academy_Award_winners_and_nominees	3148
233	http://dbpedia.org/resource/Category:Film_scores_by_Ry_Cooder	3149
234	http://dbpedia.org/resource/Mark_Goldblatt	3150
235	http://dbpedia.org/resource/Eric_Larson	3151
236	http://dbpedia.org/resource/Category:BDSM_in_films	3152
237	http://dbpedia.org/resource/Mark_Irwin	3153
238	http://dbpedia.org/resource/Category:Cinergi_Pictures_films	3154
239	http://dbpedia.org/resource/Koyaanisqatsi	2897
240	http://dbpedia.org/resource/Charles_Orme	3155
241	http://dbpedia.org/resource/Thomas_Haden_Church	3156
242	http://dbpedia.org/resource/Spellbound_(1945_film)	2007
243	http://dbpedia.org/resource/Lisa_Schwarzbaum	3157
244	http://dbpedia.org/resource/Michael_Apted	3158
245	http://dbpedia.org/resource/Political_Film_Society_Award_for_Peace	3159
246	http://dbpedia.org/resource/Dan_Halsted	3160
247	http://dbpedia.org/resource/Category:Italian_independent_films	3161
248	http://dbpedia.org/resource/O'Neal_Compton	3162
249	http://dbpedia.org/resource/Nicolas_Cage	3163
250	http://dbpedia.org/resource/Category:Films_that_won_the_Best_Sound_Editing_Academy_Award	3164
251	http://dbpedia.org/resource/Kyle_Cooper	3165
252	http://dbpedia.org/resource/Far_from_Home:_The_Adventures_of_Yellow_Dog	2828
253	http://dbpedia.org/resource/Mystery_Men	2219
254	http://dbpedia.org/resource/Hurricane_Streets	3166
255	http://dbpedia.org/resource/List_of_Nostalgia_Critic_episodes	3167
256	http://dbpedia.org/resource/Brock_Winkless	3168
257	http://dbpedia.org/resource/Geena_Davis	3169
258	http://dbpedia.org/resource/Mario_Kassar	3170
259	http://dbpedia.org/resource/Martin_Kenzie	3171
260	http://dbpedia.org/resource/Nick_McLean	3172
261	http://dbpedia.org/resource/22nd_Young_Artist_Awards	3173
262	http://dbpedia.org/resource/Mika_Doi	3174
263	http://dbpedia.org/resource/David_Lynch	3175
264	http://dbpedia.org/resource/Deauville_American_Film_Festival	3176
265	http://dbpedia.org/resource/Cincinnati	3177
266	http://dbpedia.org/class/yago/WikicatDystopianFilms	3178
267	http://dbpedia.org/resource/Grunge	3179
268	http://dbpedia.org/resource/Eric_Idle	3180
269	http://dbpedia.org/resource/Crimes_and_Misdemeanors	1110
270	http://dbpedia.org/resource/De_Laurentiis_Entertainment_Group	3181
271	http://dbpedia.org/resource/Polish_Wedding	186
272	http://dbpedia.org/resource/George_Gershwin	3182
273	http://dbpedia.org/resource/Patrick_Williams_(composer)	3183
274	http://dbpedia.org/resource/Category:1980s_biographical_films	3184
275	http://dbpedia.org/resource/Grammy_Award_for_Best_Score_Soundtrack_Album_for_a_Motion_Picture,_Television_or_Other_Visual_Media	3185
276	http://dbpedia.org/resource/Serial_killer	3186
277	http://dbpedia.org/resource/The_Abyss	3187
278	http://dbpedia.org/resource/Category:Films_featuring_a_Best_Actress_Academy_Award-winning_performance	3188
279	http://dbpedia.org/resource/The_Shining_(film)	3189
280	http://dbpedia.org/resource/Category:Films_directed_by_Mike_Nichols	3190
281	http://dbpedia.org/resource/Max_Steiner	3191
282	http://dbpedia.org/resource/Tommy_Lee_Wallace	3192
283	http://dbpedia.org/resource/The_Thing_(1982_film)	1080
284	http://dbpedia.org/resource/My_Best_Friend's_Wedding	2839
285	http://dbpedia.org/resource/Timeline_of_music_in_the_United_States_(1970–present)	3193
286	http://dbpedia.org/resource/Flying_Saucer_Daffy	995
287	http://dbpedia.org/resource/Claire_Bloom	3194
288	http://dbpedia.org/resource/Jack_Pierce_(makeup_artist)	3195
289	http://dbpedia.org/resource/Category:Films_set_in_the_1900s	3196
290	http://dbpedia.org/resource/List_of_films_banned_in_Malaysia	3197
291	http://dbpedia.org/resource/The_War_of_the_Worlds_(1953_film)	1170
292	http://dbpedia.org/resource/Zelda_Rubinstein	3198
293	http://dbpedia.org/resource/The_Navigator:_A_Medieval_Odyssey	11
294	http://dbpedia.org/resource/Moses_Gunn	3199
295	http://dbpedia.org/resource/Caught_Up_(film)	3200
296	http://dbpedia.org/resource/Carl_Foreman	3201
297	http://dbpedia.org/resource/Araceli_de_León	3202
298	http://dbpedia.org/resource/Barbarella_(film)	1567
299	http://dbpedia.org/resource/Zeus_and_Roxanne	2718
300	http://dbpedia.org/resource/All_the_Vermeers_in_New_York	2679
301	http://dbpedia.org/resource/List_of_horror_films_of_1992	3203
302	http://dbpedia.org/resource/October_Sky	2582
303	http://dbpedia.org/resource/Steve_Zahn	3204
304	http://dbpedia.org/resource/Harry_Connick,_Jr.	3205
305	http://dbpedia.org/resource/Category:Films_produced_by_David_Brown	3206
306	http://dbpedia.org/class/yago/WikicatSpanish-languageFilms	3207
307	http://dbpedia.org/resource/Michael_Berryman	3208
308	http://dbpedia.org/resource/Lisa_Jane_Persky	3209
309	http://dbpedia.org/resource/List_of_incomplete_or_partially_lost_films	3210
310	http://dbpedia.org/resource/Test_screening	3211
311	http://dbpedia.org/resource/Rob_Lowe	3212
312	http://dbpedia.org/resource/Mark_Rydell	3213
313	http://dbpedia.org/resource/Vincent_Pastore	3214
314	http://dbpedia.org/resource/Category:Snuff_films_in_fiction	3215
315	http://dbpedia.org/resource/Sitges_Film_Festival	3216
316	http://dbpedia.org/resource/Splatter_film	3217
317	http://dbpedia.org/resource/British_Independent_Film_Awards	3218
318	http://dbpedia.org/resource/What_Lies_Beneath	2946
319	http://dbpedia.org/resource/The_Birdcage	706
320	http://dbpedia.org/resource/List_of_fictional_princesses	3219
321	http://dbpedia.org/resource/Jack_Conley_(actor)	3220
322	http://dbpedia.org/resource/David_Bowie	3221
323	http://dbpedia.org/resource/Category:Supernatural_horror_films	3222
324	http://dbpedia.org/resource/Haunted_house	3223
325	http://dbpedia.org/resource/List_of_transgender_characters_in_film_and_television	3224
326	http://dbpedia.org/resource/Jill_Bilcock	3225
327	http://dbpedia.org/resource/Randy_Cartwright	3226
328	http://dbpedia.org/resource/1972_in_film	3227
329	http://dbpedia.org/resource/Category:1990s_sequel_films	3228
330	http://dbpedia.org/resource/Category:Legal_films	3229
331	http://dbpedia.org/class/yago/YagoLegalActorGeo	3230
332	http://dbpedia.org/resource/Richard_Edson	3231
333	http://dbpedia.org/resource/Jan_de_Bont	3232
334	http://dbpedia.org/resource/John_Scott_(composer)	3233
335	http://dbpedia.org/resource/All_Dogs_Go_to_Heaven_2	2710
336	http://dbpedia.org/resource/Academy_Award_for_Sound_Editing	3234
337	http://dbpedia.org/resource/Category:Films_set_in_Berlin	3235
338	http://dbpedia.org/resource/Recording_Industry_Association_of_America	3236
339	http://dbpedia.org/resource/Category:1945_films	3237
340	http://dbpedia.org/resource/Chicago_Film_Critics_Association_Award_for_Best_Supporting_Actress	3238
341	http://dbpedia.org/resource/Game_Boy_Color	3239
342	http://dbpedia.org/resource/Category:Mafia_films	3240
343	http://dbpedia.org/resource/Dennis_Quaid	3241
344	http://dbpedia.org/resource/Category:Films_about_technological_impact	3242
345	http://dbpedia.org/resource/Born_American	3243
346	http://dbpedia.org/resource/Columbia_University_School_of_the_Arts	3244
347	http://dbpedia.org/resource/San_Francisco_Chronicle	3245
348	http://dbpedia.org/resource/Tim_Suhrstedt	3246
349	http://dbpedia.org/resource/Category:Films_about_paraplegics_or_quadriplegics	3247
350	http://dbpedia.org/resource/Julianne_Moore	3248
351	http://dbpedia.org/resource/MTV_Movie_Awards	3249
352	http://dbpedia.org/resource/Victor_Miller_(writer)	3250
353	http://dbpedia.org/resource/Category:Films_directed_by_Frank_Oz	3251
354	http://dbpedia.org/resource/Robert_Forster	3252
355	http://dbpedia.org/resource/Batman_Forever	1677
356	http://dbpedia.org/resource/Love_Affair_(1994_film)	662
357	http://dbpedia.org/resource/Mob_film	3253
358	http://dbpedia.org/resource/The_Muse_(1999_film)	1004
359	http://dbpedia.org/resource/Robert_Daley_(producer)	3254
360	http://dbpedia.org/resource/Category:Military_courtroom_films	3255
361	http://dbpedia.org/resource/Alain_Dorval	3256
362	http://dbpedia.org/class/yago/WikicatFilmsDirectedByRichardDonner	3257
363	http://dbpedia.org/resource/Midnight_movie	3258
364	http://dbpedia.org/resource/New_wave_music	3259
365	http://dbpedia.org/resource/DVD_region_code	3260
366	http://dbpedia.org/resource/Satyajit_Ray	3261
367	http://dbpedia.org/resource/List_of_Irish_films	3262
368	http://dbpedia.org/resource/Peter_Menzies_Jr.	3263
369	http://dbpedia.org/resource/Warner_Bros._Records	3264
370	http://dbpedia.org/resource/Harold_Arlen	3265
371	http://dbpedia.org/resource/The_Deer_Hunter	2217
372	http://dbpedia.org/resource/Tagline	3266
373	http://dbpedia.org/resource/California	3267
374	http://dbpedia.org/resource/%22Crocodile%22_Dundee	2010
375	http://dbpedia.org/resource/List_of_horror_films_of_the_1940s	3268
376	http://dbpedia.org/resource/Gailard_Sartain	3269
377	http://dbpedia.org/resource/Screamers_(1995_film)	2415
378	http://dbpedia.org/resource/Films_considered_the_greatest_ever	3270
379	http://dbpedia.org/resource/Geronimo:_An_American_Legend	1331
380	http://dbpedia.org/resource/List_of_highest-grossing_films_in_Canada_and_the_United_States	3271
381	http://dbpedia.org/resource/Elya_Baskin	3272
382	http://dbpedia.org/resource/Martin_Sheen	3273
383	http://dbpedia.org/resource/Mary_Steenburgen	3274
384	http://dbpedia.org/resource/Final_girl	3275
385	http://dbpedia.org/resource/Category:Film_scores_by_Roy_Webb	3276
386	http://dbpedia.org/resource/Science_fiction	3277
387	http://dbpedia.org/resource/Wilmington,_North_Carolina	3278
388	http://dbpedia.org/resource/Crooklyn	2060
389	http://dbpedia.org/resource/Category:LGBT-related_coming-of-age_films	3279
390	http://dbpedia.org/resource/Terminal_Velocity_(film)	1794
391	http://dbpedia.org/resource/The_Bronx	3280
392	http://dbpedia.org/resource/Chicago_Sun-Times	3281
393	http://dbpedia.org/resource/Category:The_Ladd_Company_films	3282
394	http://dbpedia.org/resource/Award_Theatre	3283
395	http://dbpedia.org/resource/Fandango_(1985_film)	2458
396	http://dbpedia.org/resource/Stewart_Copeland	3284
397	http://dbpedia.org/resource/Halle_Berry	3285
398	http://dbpedia.org/class/yago/WikicatAmericanSexComedyFilms	3286
399	http://dbpedia.org/resource/The_Flintstones_in_Viva_Rock_Vegas	656
400	http://dbpedia.org/resource/Private_School_(film)	636
401	http://dbpedia.org/resource/The_Best_Years_of_Our_Lives	1314
402	http://dbpedia.org/resource/Robert_Bolt	3287
403	http://dbpedia.org/resource/Roles_of_mothers_in_Disney_media	3288
404	http://dbpedia.org/resource/Pee-wee's_Big_Adventure	913
405	http://dbpedia.org/resource/Cliff_Edwards	3289
406	http://dbpedia.org/resource/Ned_Beatty	3290
407	http://dbpedia.org/resource/Full_Metal_Jacket	508
408	http://dbpedia.org/resource/Shari_Carpenter	3291
409	http://dbpedia.org/resource/Gérard_Brach	3292
410	http://dbpedia.org/resource/A_Nightmare_on_Elm_Street_2:_Freddy's_Revenge	2288
411	http://dbpedia.org/resource/Beverly_Hills_Ninja	2832
412	http://dbpedia.org/resource/Visions_of_Light	3293
413	http://dbpedia.org/resource/Steven_Rosenblum	3294
414	http://dbpedia.org/resource/Goldfinger_(film)	1833
415	http://dbpedia.org/resource/Clyde_Kusatsu	3295
416	http://dbpedia.org/class/yago/Wikicat1990sComedyHorrorFilms	3296
417	http://dbpedia.org/resource/Hogan's_Heroes	3297
418	http://dbpedia.org/resource/Category:Universal_Pictures_animated_films	3298
419	http://dbpedia.org/resource/Vampire_in_Brooklyn	2631
420	http://dbpedia.org/resource/Clerks	3299
421	http://dbpedia.org/resource/Patrick_Malahide	3300
422	http://dbpedia.org/resource/Exotica_(film)	2793
423	http://dbpedia.org/resource/Category:Action_adventure_films	3301
424	http://dbpedia.org/resource/Sophie's_Choice_(film)	313
425	http://dbpedia.org/resource/Tess_Harper	3302
426	http://dbpedia.org/resource/Category:1980s_psychological_thriller_films	3303
427	http://dbpedia.org/resource/Marathon_Man_(film)	238
428	http://dbpedia.org/resource/Category:Film_soundtracks	3304
429	http://dbpedia.org/resource/Category:1980s_martial_arts_films	3305
430	http://dbpedia.org/resource/Peter_Pan_(1953_film)	2854
431	http://dbpedia.org/resource/Category:1950s_musical_comedy_films	3306
432	http://dbpedia.org/resource/List_of_romantic_comedy_films	3307
433	http://dbpedia.org/resource/Nightwatch_(1997_film)	457
434	http://dbpedia.org/resource/James_Bond_in_film	3308
435	http://dbpedia.org/resource/Labyrinth_(film)	2274
